,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing,Class
45527,KL City,1448000.0,2,2.0,1.0,Serviced Residence (Intermediate),896.0,Partly Furnished,Built-up
45528,KL City,1500000.0,2,2.0,1.0,Serviced Residence (Corner),935.0,Partly Furnished,Built-up
45529,KLCC,5570000.0,3+1,5.0,2.0,Condominium (Corner),2228.0,Partly Furnished,Built-up
45532,Damansara Heights,3229600.0,6+1,7.0,5.0,Serviced Residence,5221.0,Partly Furnished,Built-up
45533,KL City,1055635.0,2,1.0,1.0,Serviced Residence,625.0,Partly Furnished,Built-up
45534,Mont Kiara,1327433.0,4,4.0,2.0,Condominium,1603.0,Partly Furnished,Built-up
45535,Segambut,430000.0,3,2.0,1.0,2.5-sty Terrace/Link House (Intermediate),770.0,Partly Furnished,Land area
45537,Sungai Besi,487000.0,3,2.0,2.0,Serviced Residence,850.0,Fully Furnished,Built-up
45538,Sungai Besi,375000.0,2,2.0,1.0,Serviced Residence,650.0,Fully Furnished,Built-up
45540,Dutamas,1180000.0,3,2.0,1.0,Serviced Residence (Corner),1238.0,Fully Furnished,Built-up
45541,Bukit Jalil,460000.0,3,2.0,1.0,Condominium (Intermediate),1224.0,Partly Furnished,Built-up
45542,Pantai,1350000.0,4+1,3.0,2.0,Condominium,1650.0,Fully Furnished,Built-up
45543,Bangsar,1300000.0,3,2.0,1.0,Condominium,1700.0,Fully Furnished,Built-up
45544,Bangsar,980000.0,3+1,3.0,1.0,Condominium (Corner),1288.0,Partly Furnished,Built-up
45545,Taman Desa,160000.0,3,2.0,1.0,Apartment (EndLot),650.0,Partly Furnished,Built-up
45548,Jalan Klang Lama (Old Klang Road),4204620.0,3+1,5.0,4.0,Condominium (Corner),4671.0,Partly Furnished,Land area
45549,Jalan Klang Lama (Old Klang Road),3900000.0,3+1,5.0,4.0,Condominium (Corner),4024.0,Fully Furnished,Land area
45550,Jalan Ipoh,628000.0,3,2.0,2.0,Condominium (Corner),1071.0,Partly Furnished,Built-up
45558,Bangsar South,904000.0,3,2.0,1.0,Serviced Residence (Corner),1119.0,Unfurnished,Land area
45559,Bangsar South,823000.0,3,2.0,1.0,Serviced Residence (Corner),990.0,Unfurnished,Land area
45560,Bangsar South,688000.0,2,2.0,1.0,Serviced Residence (Intermediate),815.0,Unfurnished,Land area
45561,Bangsar South,798000.0,3,2.0,1.0,Serviced Residence (Corner),993.0,Unfurnished,Land area
45562,Bangsar South,892000.0,3,2.0,1.0,Serviced Residence (Corner),1119.0,Unfurnished,Land area
45563,Bangsar South,615000.0,1+1,2.0,1.0,Serviced Residence (Intermediate),651.0,Unfurnished,Land area
45569,Mont Kiara,1600000.0,3+1,4.0,2.0,Condominium (Corner),2038.0,Partly Furnished,Built-up
45572,KLCC,9000000.0,4+1,5.0,3.0,Condominium (Corner),3628.0,Partly Furnished,Built-up
45573,Bukit Tunku (Kenny Hills),18000000.0,6+1,9.0,7.0,Bungalow (Intermediate),15414.0,Partly Furnished,Land area
45574,Ampang,2880000.0,4+1,5.0,5.0,Bungalow (Intermediate),6780.0,Partly Furnished,Land area
45576,Bangsar,3500000.0,5+2,6.0,2.0,3-sty Terrace/Link House (EndLot),3060.0,Partly Furnished,Land area
45578,Batu Caves,450000.0,3,2.0,2.0,Condominium (EndLot),1405.0,Partly Furnished,Built-up
45579,Mont Kiara,1580000.0,3+1,3.0,2.0,Condominium,2203.0,Partly Furnished,Land area
45581,Bangsar South,928000.0,3,2.0,1.0,Serviced Residence (Corner),1119.0,Unfurnished,Built-up
45582,Keramat,800000.0,3+1,3.0,2.0,1-sty Terrace/Link House,2591.0,Partly Furnished,Land area
45586,KLCC,950000.0,3+1,3.0,2.0,Serviced Residence,600.0,Fully Furnished,Built-up
45588,Setapak,900000.0,5,3.0,2.0,Condominium (Corner),2800.0,Partly Furnished,Built-up
45589,KLCC,2350000.0,3+1,4.0,2.0,Condominium,2399.0,Fully Furnished,Built-up
45590,Cheras,2500000.0,5+1,4.0,4.0,Semi-detached House (Corner),6000.0,Fully Furnished,Land area
45593,Wangsa Maju,835000.0,3,2.0,2.0,Condominium (Corner),1259.0,Unfurnished,Land area
45595,KL City,720000.0,3+1,3.0,2.0,Serviced Residence (Intermediate),1407.0,Unfurnished,Built-up
45596,Jalan Kuching,600000.0,2,2.0,1.0,Condominium (EndLot),900.0,Fully Furnished,Built-up
45597,Batu Caves,750000.0,3,2.0,2.0,Serviced Residence,1227.0,Partly Furnished,Built-up
45598,Batu Caves,740000.0,3,2.0,1.0,Serviced Residence,1109.0,Partly Furnished,Built-up
45599,Batu Caves,625000.0,2,2.0,1.0,Serviced Residence,936.0,Partly Furnished,Built-up
45600,KL City,849000.0,3+1,3.0,2.0,Serviced Residence (Corner),1656.0,Unfurnished,Built-up
45601,Bukit Jalil,680000.0,3,2.0,2.0,Condominium (Intermediate),1236.0,Fully Furnished,Built-up
45602,Mont Kiara,850000.0,3+1,2.0,3.0,Condominium,1550.0,Fully Furnished,Built-up
45603,Bukit Jalil,709999.0,3+1,3.0,2.0,Condominium,1487.0,Partly Furnished,Built-up
45604,KL City,788000.0,4+1,3.0,3.0,Condominium,1203.0,Partly Furnished,Built-up
45606,Desa ParkCity,1999999.0,3+1,3.0,2.0,Condominium (Intermediate),1690.0,Partly Furnished,Built-up
45608,Desa ParkCity,4350000.0,4+1,5.0,4.0,2.5-sty Terrace/Link House (Corner),4483.0,Partly Furnished,Built-up
45609,Bukit Jalil,2000000.0,4,4.0,2.0,Serviced Residence,2150.0,Partly Furnished,Built-up
45610,Bukit Jalil,995000.0,2+1,2.0,2.0,Serviced Residence (Intermediate),1170.0,Fully Furnished,Built-up
45611,Bukit Jalil,630000.0,1+1,1.0,1.0,Serviced Residence (Intermediate),721.0,Fully Furnished,Built-up
45612,KL Sentral,1500000.0,2,2.0,1.0,Serviced Residence,1087.0,Fully Furnished,Built-up
45613,KLCC,2650000.0,2,2.0,2.0,Serviced Residence (Intermediate),1195.0,Fully Furnished,Built-up
45614,KLCC,1900000.0,1+1,2.0,1.0,Serviced Residence (Intermediate),1076.0,Partly Furnished,Built-up
45615,Sentul,500000.0,3,2.0,2.0,Condominium (Intermediate),1007.0,Partly Furnished,Built-up
45616,Jalan Ipoh,480000.0,2,1.0,2.0,Condominium (Intermediate),698.0,Fully Furnished,Built-up
45617,Bangsar,798000.0,1,1.0,1.0,Serviced Residence,784.0,Fully Furnished,Built-up
45619,Bangsar,650000.0,Studio,1.0,1.0,Serviced Residence,671.0,Fully Furnished,Built-up
45621,KLCC,2030000.0,2,2.0,2.0,Serviced Residence (Corner),1273.0,Partly Furnished,Built-up
45622,Kepong,1100000.0,4,4.0,2.0,2-sty Terrace/Link House,1600.0,Partly Furnished,Land area
45623,Bandar Menjalara,360000.0,3+1,2.0,1.0,Serviced Residence (Duplex),970.0,Unfurnished,Built-up
45624,Titiwangsa,610000.0,3,2.0,1.0,Serviced Residence,1100.0,Partly Furnished,Built-up
45625,Titiwangsa,600000.0,3,2.0,1.0,Serviced Residence (Intermediate),1100.0,Partly Furnished,Built-up
45627,Bangsar,1790000.0,3,2.0,3.0,Townhouse (Intermediate),2000.0,Fully Furnished,Land area
45628,Mont Kiara,1200000.0,3+1,4.0,2.0,Condominium (Corner),1448.0,Fully Furnished,Built-up
45629,Dutamas,530000.0,3,3.0,1.0,Condominium,1495.0,Partly Furnished,Built-up
45630,Setapak,400000.0,3,2.0,1.0,Serviced Residence (Intermediate),842.0,Unfurnished,Built-up
45631,Setapak,400000.0,3,2.0,1.0,Serviced Residence (Intermediate),842.0,Unfurnished,Built-up
45633,Mont Kiara,1080000.0,2,2.0,2.0,Serviced Residence,926.0,Fully Furnished,Built-up
45634,Mont Kiara,700000.0,1+1,1.0,1.0,Serviced Residence,672.0,Fully Furnished,Built-up
45637,Cheras,2100000.0,5,3.0,6.0,Bungalow (Intermediate),10350.0,Partly Furnished,Land area
45638,Taman Melawati,2500.0,4,3.0,2.0,2-sty Terrace/Link House (Intermediate),1700.0,Partly Furnished,Land area
45639,Sentul,678000.0,3,3.0,3.0,Condominium (Intermediate),1345.0,Partly Furnished,Built-up
45640,Sentul,300000.0,3,2.0,1.0,Apartment (EndLot),850.0,Unfurnished,Built-up
45643,Bukit Jalil,490000.0,3,2.0,1.0,Apartment (Intermediate),1092.0,Partly Furnished,Built-up
45644,KLCC,1092789.0,1,1.0,1.0,Condominium (Intermediate),630.0,Fully Furnished,Built-up
45646,City Centre,650000.0,3,2.0,1.0,Condominium,1205.0,Fully Furnished,Built-up
45651,Sungai Besi,668000.0,2+1,2.0,2.0,Serviced Residence (EndLot),1025.0,Partly Furnished,Built-up
45652,Sentul,399000.0,3,2.0,1.0,Apartment (Corner),1025.0,Partly Furnished,Built-up
45653,Mont Kiara,1320000.0,3,2.0,2.0,Condominium (Corner),1200.0,Partly Furnished,Built-up
45658,Bukit Jalil,1400000.0,5+1,4.0,4.0,Condominium,1930.0,Partly Furnished,Built-up
45659,Bukit Jalil,1200000.0,4+1,4.0,4.0,Condominium,1772.0,Partly Furnished,Built-up
45660,Bukit Jalil,1080000.0,4+1,3.0,3.0,Condominium,1513.0,Partly Furnished,Built-up
45661,Mont Kiara,1580000.0,3+1,3.0,2.0,Condominium,1496.0,Partly Furnished,Built-up
45663,KLCC,1270000.0,2,2.0,1.0,Serviced Residence,1050.0,Fully Furnished,Built-up
45664,Mont Kiara,1790000.0,4+1,4.0,2.0,Condominium,1830.0,Partly Furnished,Built-up
45666,Setapak,688000.0,4,3.0,2.0,Serviced Residence,2110.0,Partly Furnished,Built-up
45667,Mont Kiara,2300000.0,4+1,5.0,3.0,Condominium,2973.0,Partly Furnished,Built-up
45670,Sentul,320000.0,2+1,1.0,1.0,Serviced Residence (Corner),646.0,Unfurnished,Built-up
45672,Bangsar South,830000.0,3,2.0,1.0,Serviced Residence (Corner),990.0,Unfurnished,Built-up
45676,Ampang Hilir,2850000.0,7,8.0,2.0,Semi-detached House (Intermediate),4486.0,Partly Furnished,Built-up
45679,Desa ParkCity,2850000.0,3+1,4.0,3.0,1-sty Terrace/Link House,3656.0,Unfurnished,Built-up
45682,Mont Kiara,2250000.0,4+1,6.0,3.0,Condominium,2973.0,Partly Furnished,Built-up
45687,Mont Kiara,1930000.0,3+1,4.0,3.0,Condominium,2535.0,Partly Furnished,Built-up
45688,Mont Kiara,2400000.0,4+1,4.0,2.0,Condominium,3000.0,Partly Furnished,Built-up
45690,Kuchai Lama,430000.0,3,3.0,2.0,Condominium (Intermediate),1045.0,Fully Furnished,Built-up
45691,Taman Desa,380000.0,2,2.0,1.0,Condominium (Corner),800.0,Fully Furnished,Built-up
45692,Kuchai Lama,390000.0,3,3.0,1.0,Condominium (Intermediate),1045.0,Fully Furnished,Built-up
45694,Kuchai Lama,369000.0,3,3.0,1.0,Serviced Residence (Intermediate),1045.0,Fully Furnished,Built-up
45695,Cheras,490000.0,3,3.0,2.0,Condominium (Intermediate),1045.0,Fully Furnished,Built-up
45697,Jalan Klang Lama (Old Klang Road),520000.0,3,2.0,2.0,Condominium (Intermediate),1235.0,Partly Furnished,Built-up
45699,Cheras,630000.0,3+1,2.0,2.0,Condominium,1586.0,Partly Furnished,Built-up
45700,Cheras,750000.0,3+1,2.0,2.0,Condominium (Corner),1478.0,Partly Furnished,Built-up
45702,Kepong,700000.0,3+1,2.0,1.0,Condominium,1450.0,Unfurnished,Built-up
45703,Kepong,580000.0,3+1,2.0,3.0,Serviced Residence,1292.0,Unfurnished,Built-up
45704,Bandar Menjalara,550000.0,3,2.0,2.0,Condominium,960.0,Partly Furnished,Built-up
45705,Bandar Menjalara,465000.0,4,2.0,1.0,Condominium,1076.0,Partly Furnished,Built-up
45706,Bandar Menjalara,368000.0,3,2.0,1.0,Condominium,913.0,Partly Furnished,Built-up
45708,Bandar Menjalara,980000.0,4,2.0,5.0,2-sty Terrace/Link House,1760.0,Unfurnished,Built-up
45709,Jalan Klang Lama (Old Klang Road),680000.0,4,4.0,2.0,Condominium,935.0,Partly Furnished,Built-up
45712,Ampang Hilir,828000.0,1,1.0,1.0,Serviced Residence,820.0,Fully Furnished,Built-up
45716,Jalan Klang Lama (Old Klang Road),680000.0,3,2.0,2.0,Condominium (Intermediate),935.0,Fully Furnished,Built-up
45718,Desa ParkCity,1270000.0,3+1,4.0,2.0,Condominium,1540.0,Partly Furnished,Built-up
45719,Desa ParkCity,980000.0,2,2.0,2.0,Condominium,1099.0,Partly Furnished,Built-up
45720,Desa ParkCity,849000.0,3,2.0,2.0,Condominium (Corner),1194.0,Partly Furnished,Built-up
45721,Desa ParkCity,752000.0,2,2.0,2.0,Condominium,876.0,Partly Furnished,Built-up
45722,Desa ParkCity,857000.0,2,2.0,2.0,Condominium,1093.0,Partly Furnished,Built-up
45723,Desa ParkCity,752000.0,2,2.0,2.0,Condominium,876.0,Partly Furnished,Built-up
45724,Setapak,730000.0,3,4.0,2.0,Serviced Residence,1281.0,Partly Furnished,Built-up
45726,Jalan Klang Lama (Old Klang Road),350000.0,3,2.0,1.0,Serviced Residence (Intermediate),950.0,Partly Furnished,Built-up
45727,Jalan Klang Lama (Old Klang Road),349999.0,3,2.0,1.0,Serviced Residence,950.0,Partly Furnished,Built-up
45728,Segambut,580000.0,3,2.0,2.0,Condominium,1019.0,Partly Furnished,Built-up
45733,Setapak,640000.0,3+1,3.0,2.0,Condominium,1200.0,Partly Furnished,Built-up
45734,Jalan Ipoh,615000.0,3,2.0,2.0,Condominium (Corner),1071.0,Partly Furnished,Built-up
45736,Sentul,400000.0,3,2.0,2.0,Condominium (Intermediate),1066.0,Partly Furnished,Built-up
45737,Sentul,400000.0,3,2.0,2.0,Condominium (Intermediate),1066.0,Partly Furnished,Built-up
45738,Sentul,420000.0,3,2.0,2.0,Condominium (Intermediate),1066.0,Partly Furnished,Built-up
45739,Bukit Jalil,690000.0,3,2.0,3.0,Condominium,1500.0,Fully Furnished,Built-up
45741,Bukit Jalil,660000.0,3,2.0,2.0,Condominium (Intermediate),1232.0,Partly Furnished,Built-up
45743,Jalan Ipoh,619000.0,3,2.0,2.0,Condominium (Corner),1071.0,Partly Furnished,Built-up
45747,Cheras,605000.0,4,3.0,2.0,Condominium,1227.0,Unfurnished,Built-up
45752,Bandar Menjalara,660000.0,3+1,3.0,1.0,Condominium,1316.0,Fully Furnished,Built-up
45762,Ampang,1850000.0,3+1,4.0,2.0,Serviced Residence,1926.0,Partly Furnished,Built-up
45763,Mont Kiara,1498000.0,3+1,4.0,2.0,Condominium,3200.0,Fully Furnished,Built-up
45764,Wangsa Maju,710000.0,3,2.0,2.0,Condominium,1085.0,Fully Furnished,Built-up
45766,Jalan Ipoh,500000.0,3,2.0,1.0,Condominium (Intermediate),1025.0,Fully Furnished,Built-up
45768,Jalan Klang Lama (Old Klang Road),510000.0,3,2.0,2.0,Serviced Residence,1201.0,Fully Furnished,Built-up
45771,Setapak,850000.0,4,2.0,2.0,Condominium,1800.0,Fully Furnished,Built-up
45772,Jalan Klang Lama (Old Klang Road),699000.0,3,2.0,1.0,Serviced Residence,852.0,Partly Furnished,Built-up
45773,Bukit Jalil,599000.0,3,2.0,2.0,Condominium (Intermediate),1065.0,Partly Furnished,Built-up
45777,Wangsa Maju,1100000.0,3+2,3.0,2.0,Condominium,2030.0,Partly Furnished,Built-up
45780,Keramat,1250000.0,3+1,4.0,1.0,Condominium,1690.0,Fully Furnished,Built-up
45781,Ampang,3000000.0,7+1,7.0,4.0,Bungalow,6500.0,Unfurnished,Land area
45782,Jalan Klang Lama (Old Klang Road),350000.0,3,2.0,1.0,Serviced Residence (Intermediate),950.0,Partly Furnished,Built-up
45787,Taman Melawati,1950000.0,6+1,6.0,4.0,3-sty Terrace/Link House (Intermediate),2025.0,Unfurnished,Land area
45789,Sentul,850000.0,2+1,2.0,1.0,Condominium,1110.0,Partly Furnished,Built-up
45790,Sentul,1250000.0,3+1,3.0,2.0,Condominium,1488.0,Partly Furnished,Built-up
45791,Batu Caves,750000.0,3,2.0,2.0,Serviced Residence,1227.0,Partly Furnished,Built-up
45792,Batu Caves,730000.0,2,2.0,1.0,Serviced Residence,936.0,Partly Furnished,Built-up
45793,Batu Caves,740000.0,3,2.0,1.0,Serviced Residence,1109.0,Partly Furnished,Built-up
45795,Sentul,730000.0,2+1,3.0,2.0,Condominium,999.0,Partly Furnished,Built-up
45796,Sentul,1200000.0,3+1,4.0,2.0,Condominium,1567.0,Partly Furnished,Built-up
45797,Sentul,810000.0,3+1,4.0,1.0,Condominium,1381.0,Partly Furnished,Built-up
45798,KLCC,820000.0,2,1.0,1.0,Serviced Residence (Intermediate),883.0,Partly Furnished,Built-up
45799,Desa Pandan,980000.0,2,2.0,2.0,Serviced Residence (Intermediate),1410.0,Partly Furnished,Built-up
45800,Desa Pandan,780000.0,2,2.0,2.0,Serviced Residence (Intermediate),1076.0,Partly Furnished,Built-up
45802,KLCC,850000.0,2,1.0,1.0,Serviced Residence (Intermediate),883.0,Fully Furnished,Built-up
45803,Cheras,415000.0,3,2.0,2.0,Condominium (Intermediate),927.0,Partly Furnished,Built-up
45804,Taman Desa,520000.0,2,2.0,1.0,Serviced Residence,715.0,Partly Furnished,Built-up
45806,Bukit Jalil,550000.0,1+1,2.0,1.0,Serviced Residence,667.0,Partly Furnished,Built-up
45807,Desa ParkCity,3680000.0,4+1,4.0,2.0,3-sty Terrace/Link House (Intermediate),2043.0,Fully Furnished,Land area
45810,Ampang Hilir,660000.0,2,2.0,1.0,Serviced Residence,950.0,Fully Furnished,Built-up
45812,Damansara Heights,1280000.0,3+1,4.0,3.0,Condominium,1573.0,Partly Furnished,Built-up
45814,Jalan Klang Lama (Old Klang Road),748000.0,3,2.0,1.0,Serviced Residence (Intermediate),1202.0,Fully Furnished,Built-up
45815,Taman Desa,670000.0,3,2.0,1.0,Condominium,1150.0,Partly Furnished,Built-up
45816,Taman Desa,1280000.0,3+1,4.0,2.0,Condominium (Corner),1784.0,Partly Furnished,Built-up
45817,Kuchai Lama,565000.0,3,2.0,2.0,Condominium (Intermediate),1120.0,Partly Furnished,Built-up
45818,Taman Desa,530000.0,3,2.0,2.0,Condominium (Intermediate),1337.0,Partly Furnished,Built-up
45819,Cheras,539000.0,3,2.0,2.0,Condominium,990.0,Unfurnished,Built-up
45820,Cheras,665000.0,4,3.0,2.0,Condominium,1227.0,Unfurnished,Built-up
45825,Cheras,539000.0,3,2.0,1.0,Condominium,1227.0,Unknown,Built-up
45826,Bukit Jalil,540000.0,3+1,2.0,1.0,Condominium,1422.0,Partly Furnished,Built-up
45827,Jalan Kuching,620000.0,3,2.0,1.0,Condominium,1015.0,Partly Furnished,Built-up
45828,Bukit Jalil,555000.0,3,2.0,1.0,Condominium,1225.0,Fully Furnished,Built-up
45829,Bukit Jalil,420000.0,3,2.0,1.0,Condominium (Intermediate),1222.0,Partly Furnished,Built-up
45831,Ampang,2990000.0,5+1,7.0,6.0,Bungalow (Intermediate),5000.0,Partly Furnished,Land area
45833,Ampang,2499000.0,4+1,5.0,2.0,Bungalow (Corner),5000.0,Unfurnished,Land area
45835,Wangsa Maju,950000.0,3+1,2.0,2.0,Condominium,1335.0,Partly Furnished,Built-up
45836,Wangsa Maju,880000.0,3+1,2.0,2.0,Condominium,1378.0,Fully Furnished,Built-up
45840,Taman Tun Dr Ismail,2700000.0,4,3.0,4.0,2-sty Terrace/Link House (Corner),3400.0,Partly Furnished,Land area
45841,Jalan Klang Lama (Old Klang Road),395000.0,2,3.0,1.0,Apartment (Intermediate),960.0,Unfurnished,Built-up
45842,Bukit Tunku (Kenny Hills),1340000.0,4,4.0,2.0,Apartment (Corner),2175.0,Partly Furnished,Built-up
45844,OUG,2250000.0,5,5.0,4.0,Semi-detached House,4610.0,Partly Furnished,Land area
45845,Setapak,425000.0,3,2.0,1.0,Condominium,1207.0,Partly Furnished,Built-up
45846,OUG,1850000.0,6,6.0,4.0,Semi-detached House,2626.0,Unfurnished,Land area
45847,Jalan Klang Lama (Old Klang Road),1750000.0,5,4.0,3.0,Semi-detached House (Intermediate),2724.0,Partly Furnished,Land area
45849,City Centre,5150000.0,6,6.0,6.0,Bungalow (Corner),7000.0,Partly Furnished,Land area
45850,Ampang,15800000.0,7,6.0,4.0,Bungalow (Corner),10000.0,Partly Furnished,Land area
45851,City Centre,7490000.0,4+1,3.0,11.0,Bungalow (Corner),12500.0,Unfurnished,Land area
45852,OUG,4600000.0,7,7.0,8.0,Bungalow (Corner),8500.0,Unfurnished,Land area
45853,Jalan Klang Lama (Old Klang Road),5400000.0,8,7.0,7.0,Bungalow (Corner),10000.0,Partly Furnished,Land area
45854,City Centre,6000000.0,7,5.0,6.0,Bungalow (Corner),12800.0,Partly Furnished,Land area
45861,KLCC,2580000.0,3+1,3.0,2.0,Serviced Residence (Intermediate),2368.0,Fully Furnished,Built-up
45863,Mont Kiara,2850000.0,6+1,6.0,3.0,Condominium (Corner),4550.0,Partly Furnished,Built-up
45864,KLCC,2200000.0,1+1,2.0,1.0,Serviced Residence (Intermediate),1087.0,Fully Furnished,Built-up
45865,KLCC,2000000.0,2+1,2.0,2.0,Condominium (Corner),915.0,Fully Furnished,Built-up
45868,KLCC,5500000.0,4+1,5.0,2.0,Condominium (Duplex),4400.0,Partly Furnished,Built-up
45869,Setapak,400000.0,2,2.0,1.0,Serviced Residence (Intermediate),900.0,Partly Furnished,Land area
45870,Bukit Jalil,530000.0,3,3.0,2.0,Condominium (Intermediate),1003.0,Unfurnished,Built-up
45871,Jalan Klang Lama (Old Klang Road),850000.0,3+1,3.0,2.0,Condominium (Intermediate),1406.0,Partly Furnished,Built-up
45874,Bangsar,3500000.0,5+2,6.0,5.0,2-sty Terrace/Link House (Corner),4693.0,Partly Furnished,Land area
45875,Cheras,560000.0,4,2.0,2.0,1-sty Terrace/Link House (Intermediate),1600.0,Partly Furnished,Land area
45876,KL City,495000.0,3,2.0,1.0,Condominium,860.0,Fully Furnished,Built-up
45877,KL City,530000.0,3,2.0,1.0,Condominium,860.0,Fully Furnished,Built-up
45884,Segambut,590000.0,3,2.0,2.0,Condominium,1019.0,Unfurnished,Built-up
45885,Bukit Jalil,629000.0,2,2.0,2.0,Serviced Residence,791.0,Partly Furnished,Built-up
45886,Sentul,1100000.0,3+1,3.0,3.0,Condominium (Corner),1535.0,Fully Furnished,Built-up
45887,Cheras,330000.0,3,2.0,1.0,Condominium (Intermediate),850.0,Unfurnished,Built-up
45892,Sri Petaling,700000.0,3+1,4.0,1.0,Condominium,1141.0,Fully Furnished,Built-up
45893,Mont Kiara,1650000.0,4+1,5.0,2.0,Condominium (Duplex),2552.0,Partly Furnished,Land area
45895,Segambut,680000.0,4,3.0,1.0,Serviced Residence (Intermediate),1126.0,Partly Furnished,Built-up
45897,KLCC,980000.0,2+2,3.0,2.0,Serviced Residence,1313.0,Unfurnished,Built-up
45902,City Centre,580000.0,3,2.0,1.0,Condominium (Corner),1196.0,Unfurnished,Land area
45903,Brickfields,750000.0,4+1,3.0,1.0,Apartment (Intermediate),1600.0,Fully Furnished,Built-up
45904,Sungai Besi,540000.0,2+1,2.0,1.0,Condominium,1042.0,Partly Furnished,Built-up
45905,Damansara Heights,1250000.0,4,3.0,3.0,Condominium (Corner),1991.0,Fully Furnished,Built-up
45906,Brickfields,650000.0,4+1,3.0,1.0,Apartment (Intermediate),1567.0,Partly Furnished,Built-up
45907,Jalan Sultan Ismail,1500000.0,3,4.0,1.0,Serviced Residence (Intermediate),1870.0,Fully Furnished,Built-up
45908,Bukit Tunku (Kenny Hills),2850000.0,3+2,5.0,3.0,Condominium (Corner),2996.0,Partly Furnished,Built-up
45909,Jalan Klang Lama (Old Klang Road),348000.0,3,2.0,1.0,Serviced Residence,950.0,Partly Furnished,Built-up
45912,Mont Kiara,2650000.0,4+1,6.0,3.0,Condominium (Corner),3317.0,Partly Furnished,Built-up
45913,Mont Kiara,850000.0,2,2.0,1.0,Condominium,1209.0,Fully Furnished,Built-up
45914,Mont Kiara,11000.0,4+1,6.0,3.0,Condominium,3541.0,Fully Furnished,Built-up
45915,Bukit Jalil,685000.0,3,2.0,3.0,Condominium (EndLot),1212.0,Fully Furnished,Built-up
45916,Ampang,490000.0,3,2.0,1.0,Serviced Residence,601.0,Unfurnished,Built-up
45918,Mont Kiara,2100000.0,3+1,5.0,3.0,Condominium,2411.0,Partly Furnished,Built-up
45919,Taman Melawati,470000.0,3,2.0,1.0,Serviced Residence (Intermediate),901.0,Unfurnished,Built-up
45924,KLCC,1145000.0,2+1,2.0,1.0,Serviced Residence,818.0,Fully Furnished,Built-up
45926,City Centre,2350000.0,3,2.0,2.0,Serviced Residence,1442.0,Fully Furnished,Built-up
45929,Ampang Hilir,950000.0,2,2.0,1.0,Serviced Residence,988.0,Fully Furnished,Built-up
45937,Dutamas,950000.0,4+2,3.0,4.0,Condominium (Penthouse),1890.0,Partly Furnished,Built-up
45938,Taman Desa,680000.0,3,2.0,2.0,Condominium (Corner),1110.0,Fully Furnished,Built-up
45940,Sentul,414600.0,3,2.0,1.0,Serviced Residence (Intermediate),850.0,Unfurnished,Built-up
45941,Bukit Bintang,1180000.0,2,2.0,2.0,Serviced Residence (Intermediate),947.0,Fully Furnished,Built-up
45942,KL City,820000.0,1,1.0,1.0,Serviced Residence (Intermediate),657.0,Partly Furnished,Built-up
